matchId,timestamp,clubid,passa,passc,ppg,ppo,shots,toa,detailsname,detailsclubId,clubid,playerid,brksavepct,brksaves,brkshots,dsaves,ga,gaa,pensavepct,pensaves,penshots,pkclearzone,pokechecks,savepct,saves,shots,soperiods,opponentClubId,position,posSorted,ratingDefense,ratingOffense,ratingTeamplay,assists,bs,deflections,fol,fopct,fow,giveaways,goals,gwg,hits,interceptions,passattempts,passes,passpct,penaltiesdrawn,pim,pkclearzone,plusmin,possession,ppg,saucerpasses,shg,shotattempts,shotonnetpct,shotpct,shots,takeaways,toiseconds,playername"2282934410146",1662693386,"150730","83","51","0","2","17","299","NZHL ELITE AMATEURS",150730,"150730","752381","0.00","0","0","0","6","6.00","0.00","0","0","0","0","0.54","7","13","0","152212","goalie","0","75.00","35.00","45.00","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","3600","EwaldBrady"
"2282934410146",1662693386,"152212","97","59","1","3","13","434","NZHL Riverhawks",152212,"150730","170028189","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","152212","defenseMen","1","95.00","60.00","55.00","0","2","0","0","0.00","0","10","0","0","0","6","16","8","50.00","0","0","1","-2","159","0","1","0","1","0.00","0.00","0","3","3600","bootlegers"
"2282934410146",1662693386,"","","","","","","","","","150730","181165405","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","152212","rightWing","3","90.00","75.00","65.00","1","0","0","5","16.67","1","8","1","0","5","12","23","13","56.52","1","0","3","-2","188","0","0","0","4","50.00","50.00","2","8","3600","Mayers"
"2282934410146",1662693386,"","","","","","","","","","150730","181165405","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","152212","rightWing","3","90.00","75.00","65.00","1","0","0","5","16.67","1","8","1","0","5","12","23","13","56.52","1","0","3","-2","188","0","0","0","4","50.00","50.00","2","8","3600","Mayers"
"2282934410146",1662693386,"","","","","","","","","","150730","260881747","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","152212","defenseMen","2","75.00","70.00","75.00","1","1","0","0","0.00","0","4","0","0","3","4","14","11","78.57","1","0","1","-2","94","0","1","0","1","0.00","0.00","0","3","3600","liqara22"
"2282934410146",1662693386,"","","","","","","","","","150730","260881747","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","152212","defenseMen","2","75.00","70.00","75.00","1","1","0","0","0.00","0","4","0","0","3","4","14","11","78.57","1","0","1","-2","94","0","1","0","1","0.00","0.00","0","3","3600","liqara22"
"2282934410146",1662693386,"","","","","","","","","","150730","1691221645","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","152212","leftWing","4","45.00","90.00","45.00","0","1","1","0","0.00","0","4","2","0","0","3","12","7","58.33","0","2","0","-2","131","0","0","1","7","100.00","28.57","7","3","3481","MadTrapperNT"
"2282934410146",1662693386,"","","","","","","","","","150730","1691221645","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","152212","leftWing","4","45.00","90.00","45.00","0","1","1","0","0.00","0","4","2","0","0","3","12","7","58.33","0","2","0","-2","131","0","0","1","7","100.00","28.57","7","3","3481","MadTrapperNT"
"2282934410146",1662693386,"","","","","","","","","","150730","1764302913","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","152212","center","5","85.00","80.00","50.00","2","0","0","13","48.00","12","9","0","0","3","10","17","11","64.71","0","4","0","-3","235","0","1","0","5","100.00","0.00","5","4","3451","MaseratiGT2016"
"2282934410146",1662693386,"","","","","","","","","","150730","1764302913","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","152212","center","5","85.00","80.00","50.00","2","0","0","13","48.00","12","9","0","0","3","10","17","11","64.71","0","4","0","-3","235","0","1","0","5","100.00","0.00","5","4","3451","MaseratiGT2016"
"2282934410146",1662693386,"","","","","","","","","","152212","184630469","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","150730","leftWing","4","65.00","100.00","80.00","4","0","0","0","0.00","0","10","1","0","5","5","14","9","64.29","1","0","0","2","226","0","1","1","4","25.00","100.00","1","1","3600","FrOsTyNiGhTMaRe"
"2282934410146",1662693386,"","","","","","","","","","152212","184630469","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","150730","leftWing","4","65.00","100.00","80.00","4","0","0","0","0.00","0","10","1","0","5","5","14","9","64.29","1","0","0","2","226","0","1","1","4","25.00","100.00","1","1","3600","FrOsTyNiGhTMaRe"
"2282934410146",1662693386,"","","","","","","","","","152212","227617841","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","150730","defenseMen","2","60.00","90.00","65.00","1","1","0","0","0.00","0","11","1","0","2","7","29","20","68.97","0","0","1","2","263","1","2","0","4","75.00","33.33","3","5","3600","Stump12"
"2282934410146",1662693386,"","","","","","","","","","152212","227617841","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","150730","defenseMen","2","60.00","90.00","65.00","1","1","0","0","0.00","0","11","1","0","2","7","29","20","68.97","0","0","1","2","263","1","2","0","4","75.00","33.33","3","5","3600","Stump12"
"2282934410146",1662693386,"","","","","","","","","","152212","316313036","0.00","0","1","0","3","3.00","0.00","0","0","0","0","0.82","14","17","0","150730","goalie","0","70.00","70.00","60.00","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","3598","Emb3rToInf3rno"
"2282934410146",1662693386,"","","","","","","","","","152212","316313036","0.00","0","1","0","3","3.00","0.00","0","0","0","0","0.82","14","17","0","150730","goalie","0","70.00","70.00","60.00","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","3598","Emb3rToInf3rno"
"2282934410146",1662693386,"","","","","","","","","","152212","1217978162","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","150730","rightWing","3","65.00","100.00","45.00","1","1","0","0","0.00","0","11","4","1","2","1","10","4","40.00","0","2","0","2","169","0","0","0","7","71.43","80.00","5","0","3480","I JakeBuff l"
"2282934410146",1662693386,"","","","","","","","","","152212","1217978162","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","150730","rightWing","3","65.00","100.00","45.00","1","1","0","0","0.00","0","11","4","1","2","1","10","4","40.00","0","2","0","2","169","0","0","0","7","71.43","80.00","5","0","3480","I JakeBuff l"
"2282934410146",1662693386,"","","","","","","","","","152212","1770574258","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","150730","center","5","75.00","90.00","90.00","3","1","0","13","58.06","18","14","0","0","2","6","27","13","48.15","1","0","0","2","230","0","0","0","2","0.00","0.00","0","5","3600","IGaGootsI"
"2282934410146",1662693386,"","","","","","","","","","152212","1770574258","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","150730","center","5","75.00","90.00","90.00","3","1","0","13","58.06","18","14","0","0","2","6","27","13","48.15","1","0","0","2","230","0","0","0","2","0.00","0.00","0","5","3600","IGaGootsI"
"2282934410146",1662693386,"","","","","","","","","","152212","1859206137","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","150730","defenseMen","1","80.00","70.00","65.00","1","1","0","0","0.00","0","10","0","0","1","3","16","12","75.00","1","2","0","1","168","0","1","0","3","33.33","0.00","1","2","3480","CN65"
"2282934410146",1662693386,"","","","","","","","","","152212","1859206137","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","150730","defenseMen","1","80.00","70.00","65.00","1","1","0","0","0.00","0","10","0","0","1","3","16","12","75.00","1","2","0","1","168","0","1","0","3","33.33","0.00","1","2","3480","CN65"
"2282700290048",1662691379,"150730","75","51","0","2","11","179","NZHL ELITE AMATEURS",150730,"150730","752381","0.00","0","0","0","10","10.00","0.00","0","0","0","1","0.50","10","20","0","152212","goalie","0","80.00","35.00","50.00","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","3600","EwaldBrady"
"2282700290048",1662691379,"152212","105","75","1","2","20","554","NZHL Riverhawks",152212,"150730","170028189","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","152212","defenseMen","1","65.00","65.00","60.00","0","2","0","0","0.00","0","2","0","0","1","9","16","13","81.25","0","0","0","-7","112","0","1","0","2","0.00","0.00","0","5","3600","bootlegers"
